trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
775,False,"{'a': 0.00299815767, 'e': 0.09792331258439299}",25,12,26.001735557672443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.00299815767, 'e': 0.09763016292492643}",30,16,27.25605678976836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.00299815767, 'e': 0.09733789085753247}",30,5,40.724849130180694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.00299815767, 'e': 0.09704649375499382}",20,8,21.02818264588401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.00299815767, 'e': 0.09675596899795824}",20,10,16.05710587621329,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.00299815767, 'e': 0.09646631397491495}",25,13,7.721662116970007,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.00299815767, 'e': 0.09617752608217114}",20,14,11.50165970535325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.00299815767, 'e': 0.0958896027238286}",20,12,7.266418099989638,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.00299815767, 'e': 0.09560254131176038}",25,0,25.243295270205437,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
784,False,"{'a': 0.00299815767, 'e': 0.0953163392655875}",20,0,27.404545760043828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
785,False,"{'a': 0.00299815767, 'e': 0.09503099401265577}",30,16,25.200599539035476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.00299815767, 'e': 0.0947465029880127}",25,16,18.334981821043975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.00299815767, 'e': 0.09446286363438436}",30,23,13.289974306664899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.00299815767, 'e': 0.09418007340215248}",20,14,10.020321613672047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.00299815767, 'e': 0.09389812974933148}",35,17,-1.0584321910726433,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
790,False,"{'a': 0.00299815767, 'e': 0.09361703014154564}",30,15,21.40841055879487,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.00299815767, 'e': 0.09333677205200631}",25,11,-16.310509699177558,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
792,False,"{'a': 0.00299815767, 'e': 0.0930573529614892}",25,18,6.813571747143666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.00299815767, 'e': 0.09277877035831175}",20,4,27.08126220657165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.00299815767, 'e': 0.09250102173831053}",20,14,12.844026077849339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.00299815767, 'e': 0.0922241046048187}",30,18,20.983347641130905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.00299815767, 'e': 0.09194801646864366}",20,2,5.929232047477152,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
797,False,"{'a': 0.00299815767, 'e': 0.0916727548480446}",25,12,-20.69180005367187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.00299815767, 'e': 0.09139831726871021}",20,2,26.00592764595328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.00299815767, 'e': 0.09112470126373645}",20,10,7.110294658739166,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.00299815767, 'e': 0.09085190437360434}",30,15,-16.712203704885308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
801,False,"{'a': 0.00299815767, 'e': 0.09057992414615793}",25,20,8.145936277437455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.00299815767, 'e': 0.09030875813658214}",20,5,24.331433408606603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.00299815767, 'e': 0.09003840390738088}",30,22,14.778123549948175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.00299815767, 'e': 0.08976885902835513}",20,8,17.05628533809301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.00299815767, 'e': 0.08950012107658105}",20,0,8.21207510650667,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
806,False,"{'a': 0.00299815767, 'e': 0.08923218763638821}",25,12,0.9856200997452036,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
807,False,"{'a': 0.00299815767, 'e': 0.0889650562993379}",20,0,30.502002450528757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
808,False,"{'a': 0.00299815767, 'e': 0.0886987246642015}",20,9,22.462770327988224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.00299815767, 'e': 0.08843319033693885}",20,14,11.835995860653028,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.00299815767, 'e': 0.0881684509306767}",20,10,7.706745123762302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.00299815767, 'e': 0.08790450406568735}",20,13,10.958658890498565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.00299815767, 'e': 0.08764134736936723}",20,16,7.595480025087497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.00299815767, 'e': 0.08737897847621547}",25,20,6.290766882537477,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.00299815767, 'e': 0.08711739502781281}",25,15,20.269805798934357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.00299815767, 'e': 0.08685659467280023}",20,9,15.951776187014172,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.00299815767, 'e': 0.08659657506685796}",20,0,29.67370360876257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.00299815767, 'e': 0.08633733387268429}",25,13,-0.09351128111581675,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
818,False,"{'a': 0.00299815767, 'e': 0.08607886875997463}",25,8,19.540972822427765,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.00299815767, 'e': 0.08582117740540056}",20,9,-21.432993383284227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
820,False,"{'a': 0.00299815767, 'e': 0.08556425749258889}",35,8,1.3216211940731502,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
821,False,"{'a': 0.00299815767, 'e': 0.0853081067121009}",20,10,17.427613697487466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.00299815767, 'e': 0.08505272276141157}",30,13,21.451216247354044,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.00299815767, 'e': 0.08479810334488884}",30,16,22.950770119511574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.00299815767, 'e': 0.08454424617377301}",20,5,15.95976867453978,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.00299815767, 'e': 0.0842911489661562}",20,9,-11.648506038930627,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
826,False,"{'a': 0.00299815767, 'e': 0.08403880944696175}",25,19,8.728040747272788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.00299815767, 'e': 0.08378722534792385}",20,6,5.491373027381316,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.00299815767, 'e': 0.08353639440756709}",20,8,18.79609788706882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.00299815767, 'e': 0.08328631437118621}",25,19,8.475184064347268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.00299815767, 'e': 0.08303698299082572}",20,8,12.206039366066733,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.00299815767, 'e': 0.08278839802525982}",35,17,-25.049224627463637,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
832,False,"{'a': 0.00299815767, 'e': 0.08254055723997214}",25,18,14.20953621764885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.00299815767, 'e': 0.08229345840713574}",25,13,16.577744504111166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.00299815767, 'e': 0.08204709930559304}",20,11,-6.652899132794163,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.00299815767, 'e': 0.08180147772083583}",30,15,24.58119370384644,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.00299815767, 'e': 0.08155659144498545}",30,0,30.152378820021852,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
837,False,"{'a': 0.00299815767, 'e': 0.08131243827677287}",20,3,5.0083048924719815,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.00299815767, 'e': 0.08106901602151892}",25,13,16.322382186064683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.00299815767, 'e': 0.08082632249111454}",20,0,-9.479400386543697,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
840,False,"{'a': 0.00299815767, 'e': 0.0805843555040012}",25,2,38.80042787290193,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.00299815767, 'e': 0.08034311288515116}",20,8,9.516408575262307,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.00299815767, 'e': 0.08010259246604802}",25,13,20.531644430550507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.00299815767, 'e': 0.0798627920846672}",25,3,12.347254959148769,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
844,False,"{'a': 0.00299815767, 'e': 0.07962370958545649}",20,7,22.348286686945237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.00299815767, 'e': 0.07938534281931668}",20,11,13.744533361360286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.00299815767, 'e': 0.07914768964358222}",20,13,15.5883767051324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.00299815767, 'e': 0.07891074792200203}",20,13,11.94286149082852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.00299815767, 'e': 0.07867451552472024}",20,13,-0.03617324696935498,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.00299815767, 'e': 0.07843899032825702}",20,14,11.034703764214761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.00299815767, 'e': 0.07820417021548957}",20,15,8.661707585110648,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.00299815767, 'e': 0.07797005307563304}",20,8,12.469921583673965,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.00299815767, 'e': 0.07773663680422155}",20,3,26.872475397850472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.00299815767, 'e': 0.0775039193030893}",20,0,2.6297995861756487,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
854,False,"{'a': 0.00299815767, 'e': 0.07727189848035171}",20,0,28.977839267699892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
855,False,"{'a': 0.00299815767, 'e': 0.07704057225038652}",25,13,13.60388986126225,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.00299815767, 'e': 0.07680993853381525}",25,0,-7.643150861346448,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
857,False,"{'a': 0.00299815767, 'e': 0.0765799952574843}",20,10,22.064271084749283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.00299815767, 'e': 0.07635074035444643}",25,5,29.934309300058167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.00299815767, 'e': 0.07612217176394215}",35,13,31.21756127048726,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.00299815767, 'e': 0.07589428743138116}",20,11,17.263536226629487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.00299815767, 'e': 0.07566708530832399}",20,0,-3.2900645089707434,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
862,False,"{'a': 0.00299815767, 'e': 0.07544056335246342}",20,0,-1.4872045245519483,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
863,False,"{'a': 0.00299815767, 'e': 0.07521471952760629}",20,14,12.859307526662088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.00299815767, 'e': 0.07498955180365507}",30,22,14.33410570536905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.00299815767, 'e': 0.07476505815658972}",20,16,10.191153155395853,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.00299815767, 'e': 0.07454123656844938}",30,9,32.73245914723809,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.00299815767, 'e': 0.07431808502731434}",20,11,18.698353034973096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.00299815767, 'e': 0.07409560152728785}",30,21,2.866048171081637,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.00299815767, 'e': 0.07387378406847818}",20,0,16.657445935037977,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
870,False,"{'a': 0.00299815767, 'e': 0.07365263065698062}",25,18,13.760771598531576,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.00299815767, 'e': 0.07343213930485952}",30,11,11.281472741481837,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
872,False,"{'a': 0.00299815767, 'e': 0.07321230803013046}",20,7,11.007055314572963,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.00299815767, 'e': 0.07299313485674239}",35,18,20.30962412257789,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.00299815767, 'e': 0.07277461781455992}",20,12,15.983636510137535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.00299815767, 'e': 0.0725567549393456}",25,13,18.27661239724158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.00299815767, 'e': 0.07233954427274221}",20,6,23.18594469651766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.00299815767, 'e': 0.07212298386225524}",20,3,26.615800881476193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.00299815767, 'e': 0.07190707176123527}",25,14,20.160420764703478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.00299815767, 'e': 0.0716918060288605}",25,12,21.358402363243258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.00299815767, 'e': 0.0714771847301193}",30,19,-22.03361212126705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
881,False,"{'a': 0.00299815767, 'e': 0.07126320593579281}",25,11,26.037166107682406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.00299815767, 'e': 0.07104986772243767}",30,12,28.7145656794699,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.00299815767, 'e': 0.07083716817236856}",25,10,25.789986868416197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.00299815767, 'e': 0.07062510537364115}",20,0,19.776732053869665,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
885,False,"{'a': 0.00299815767, 'e': 0.0704136774200348}",20,12,1.7274076738323565,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.00299815767, 'e': 0.07020288241103549}",20,5,28.35107851275696,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.00299815767, 'e': 0.06999271845181863}",20,7,10.657688360949171,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.00299815767, 'e': 0.06978318365323218}",25,0,11.479905153904745,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.00299815767, 'e': 0.06957427613177954}",20,15,10.132193797968293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.00299815767, 'e': 0.0693659940096027}",25,9,24.059672677849974,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.00299815767, 'e': 0.06915833541446531}",25,12,23.439297452086866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.00299815767, 'e': 0.06895129847973588}",25,5,24.515196809373645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.00299815767, 'e': 0.068744881344371}",20,5,26.108311924416423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.00299815767, 'e': 0.06853908215289856}",20,5,28.314216851685043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.00299815767, 'e': 0.06833389905540115}",20,5,22.038198346956687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.00299815767, 'e': 0.0681293302074994}",25,11,11.31807689193903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.00299815767, 'e': 0.06792537377033535}",25,10,18.04305010980614,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.00299815767, 'e': 0.06772202791055604}",30,1,22.59249596409178,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
899,False,"{'a': 0.00299815767, 'e': 0.06751929080029688}",20,13,12.648915260233498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.00299815767, 'e': 0.06731716061716533}",20,9,18.29730433991737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.00299815767, 'e': 0.0671156355442245}",25,6,33.56800200282135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.00299815767, 'e': 0.06691471376997678}",30,19,15.623145131546435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.00299815767, 'e': 0.06671439348834757}",25,7,-13.460823651362983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
904,False,"{'a': 0.00299815767, 'e': 0.06651467289866907}",25,8,32.59840686417205,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.00299815767, 'e': 0.06631555020566407}",20,0,29.690843350779307,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
906,False,"{'a': 0.00299815767, 'e': 0.06611702361942984}",20,9,20.013598142510574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.00299815767, 'e': 0.06591909135542198}",25,10,31.194073301911256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.00299815767, 'e': 0.06572175163443846}",20,5,13.070821728131717,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.00299815767, 'e': 0.06552500268260354}",30,12,25.4743189029474,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.00299815767, 'e': 0.06532884273135194}",25,1,37.44087374640863,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.00299815767, 'e': 0.0651332700174128}",20,14,13.421910587798479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.00299815767, 'e': 0.06493828278279395}",30,13,28.850660301339918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.00299815767, 'e': 0.06474387927476605}",20,14,9.352602120602922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.00299815767, 'e': 0.06455005774584684}",20,0,34.3462877290059,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
915,False,"{'a': 0.00299815767, 'e': 0.06435681645378542}",20,3,31.46031930266279,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.00299815767, 'e': 0.06416415366154665}",30,22,15.680311860481975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.00299815767, 'e': 0.06397206763729547}",20,10,17.690328674160916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.00299815767, 'e': 0.06378055665438134}",35,28,10.932816140423416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.00299815767, 'e': 0.06358961899132276}",30,16,28.647698213431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.00299815767, 'e': 0.06339925293179174}",20,9,15.523744480121644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.00299815767, 'e': 0.06320945676459845}",25,10,30.00060750507548,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.00299815767, 'e': 0.06302022878367575}",20,9,8.228941845984728,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.00299815767, 'e': 0.06283156728806388}",20,16,8.419450971745427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.00299815767, 'e': 0.06264347058189525}",20,6,24.722060578326815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.00299815767, 'e': 0.06245593697437907}",25,12,25.317880643407708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.00299815767, 'e': 0.06226896477978623}",35,19,34.850798820555745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.00299815767, 'e': 0.062082552317434155}",20,9,19.980331394860496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.00299815767, 'e': 0.06189669791167163}",20,13,13.355046946607967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.00299815767, 'e': 0.0617113998918638}",25,0,39.28836674912127,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
930,False,"{'a': 0.00299815767, 'e': 0.06152665659237714}",25,16,7.5528366226951125,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.00299815767, 'e': 0.06134246635256446}",20,3,16.144268609153237,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.00299815767, 'e': 0.06115882751675001}",20,16,7.239147010744783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.00299815767, 'e': 0.060975738434214555}",20,15,10.658759716394185,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.00299815767, 'e': 0.060793197459180576}",30,22,15.248071145803824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.00299815767, 'e': 0.06061120295079747}",25,20,10.545165891188448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.00299815767, 'e': 0.06042975327312678}",25,10,16.81405272235326,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.00299815767, 'e': 0.0602488467951275}",25,13,22.31668532100254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.00299815767, 'e': 0.06006848189064142}",20,14,-8.7370915414129,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
939,False,"{'a': 0.00299815767, 'e': 0.05988865693837851}",30,23,10.753385500076355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.00299815767, 'e': 0.05970937032190233}",25,18,3.3850075152450647,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.00299815767, 'e': 0.059530620429615516}",25,3,41.95090647593979,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.00299815767, 'e': 0.05935240565474529}",20,7,21.52221995061848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.00299815767, 'e': 0.059174724395329004}",20,10,18.719424865014588,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.00299815767, 'e': 0.058997575054199766}",20,15,9.241823351173649,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.00299815767, 'e': 0.05882095603897205}",20,16,6.553750790534265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.00299815767, 'e': 0.05864486576202741}",20,14,12.450840559919325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.00299815767, 'e': 0.05846930264050021}",25,0,28.1927657372494,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
948,False,"{'a': 0.00299815767, 'e': 0.058294265096263356}",25,16,14.20546947532641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.00299815767, 'e': 0.058119751555914166}",30,17,24.159203664915143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.00299815767, 'e': 0.057945760450760185}",20,3,21.536527564052996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.00299815767, 'e': 0.057772290216805106}",25,13,18.283915035833825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.00299815767, 'e': 0.0575993392947347}",25,15,20.527021714305285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
